user_id,signup_date,state,device_brand,age_group,kyc_completed,bank_linked,first_txn_date,cashback_given,churn_date
U38586,2020-11-20,uttar-pradesh,Xiaomi,26-35,0,0,,0,
U38587,2019-05-23,karnataka,Realme,18-25,1,1,2019-05-29,0,
U38588,2021-04-25,madhya-pradesh,Vivo,18-25,1,0,,1,
U38589,2021-04-04,assam,Xiaomi,36-45,1,0,,0,
U38590,2021-06-02,west-bengal,Vivo,36-45,1,1,2021-06-21,0,2021-09-11
U38591,2019-03-30,west-bengal,Xiaomi,18-25,1,1,2019-04-01,1,
U38592,2022-12-24,haryana,Xiaomi,36-45,1,1,2022-12-26,0,
U38593,2022-01-15,uttar-pradesh,Samsung,18-25,1,1,2022-01-20,0,
U38594,2019-08-24,kerala,Samsung,26-35,1,1,2019-08-26,0,2019-11-22
U38595,2020-01-04,punjab,Xiaomi,36-45,1,0,,1,
U38596,2020-03-21,madhya-pradesh,Samsung,18-25,1,1,2020-03-28,1,2020-04-30
U38597,2022-04-01,maharashtra,Xiaomi,36-45,0,0,,0,
U38598,2019-09-18,odisha,Realme,18-25,1,1,2019-09-25,1,
U38599,2021-09-26,andhra-pradesh,Vivo,36-45,0,0,,0,
U38600,2021-12-15,uttar-pradesh,Samsung,26-35,1,1,2021-12-22,0,
U38601,2022-02-07,gujarat,Samsung,26-35,1,0,,0,
U38602,2020-08-24,andhra-pradesh,Xiaomi,18-25,1,1,2020-09-21,1,2020-10-22
U38603,2020-07-18,maharashtra,Realme,18-25,0,0,,0,
U38604,2021-09-22,andhra-pradesh,Samsung,36-45,0,0,,1,
U38605,2022-07-24,west-bengal,Apple,36-45,1,1,2022-08-05,0,
U38606,2022-06-11,bihar,Others,18-25,1,1,2022-06-17,0,
U38607,2019-03-10,odisha,Oppo,36-45,1,1,2019-03-15,0,
U38608,2022-04-10,rajasthan,Xiaomi,36-45,1,1,2022-05-02,0,2022-06-25
U38609,2022-02-14,karnataka,Oppo,36-45,1,0,,1,
U38610,2021-02-20,madhya-pradesh,Vivo,18-25,1,0,,1,
U38611,2020-02-01,uttar-pradesh,Oppo,18-25,1,1,2020-02-04,0,
U38612,2021-05-02,maharashtra,Realme,26-35,1,1,2021-05-25,0,2021-08-02
U38613,2019-06-19,bihar,Oppo,18-25,1,1,2019-06-20,1,2019-08-11
U38614,2020-10-30,punjab,Oppo,18-25,1,1,2020-11-21,0,
U38615,2019-10-15,kerala,Oppo,36-45,0,0,,0,
U38616,2021-08-28,haryana,Xiaomi,26-35,1,0,,0,
U38617,2021-03-11,karnataka,Realme,26-35,1,1,2021-03-21,0,
U38618,2022-06-06,west-bengal,Vivo,26-35,1,0,,1,
U38619,2020-10-23,west-bengal,Oppo,18-25,0,0,,0,
U38620,2022-02-03,maharashtra,Xiaomi,36-45,1,1,2022-02-21,1,
U38621,2020-07-31,maharashtra,Oppo,26-35,1,1,2020-08-06,1,2020-10-22
U38622,2020-09-12,haryana,Samsung,46-60,1,0,,1,
U38623,2020-09-12,maharashtra,Xiaomi,18-25,1,1,2020-09-18,1,
U38624,2019-11-15,telangana,Xiaomi,26-35,1,1,2019-11-20,0,
U38625,2019-01-31,rajasthan,OnePlus,18-25,1,1,2019-02-07,0,2019-04-14
U38626,2019-10-24,maharashtra,Xiaomi,36-45,1,1,2019-11-14,0,2020-02-12
U38627,2019-11-24,punjab,Xiaomi,26-35,1,1,2019-12-21,1,2020-02-12
U38628,2020-06-15,tamil-nadu,Xiaomi,26-35,1,1,2020-07-11,1,2020-08-14
U38629,2022-11-22,telangana,OnePlus,26-35,0,0,,1,
U38630,2022-02-11,gujarat,Others,26-35,1,0,,1,
U38631,2019-11-02,punjab,Others,26-35,1,1,2019-11-06,1,2020-01-24
U38632,2020-05-29,gujarat,Oppo,26-35,0,0,,1,
U38633,2022-01-04,telangana,Others,18-25,1,1,2022-01-07,1,
U38634,2022-01-19,west-bengal,Samsung,36-45,0,0,,0,
U38635,2021-03-15,bihar,OnePlus,26-35,0,0,,1,
U38636,2020-01-27,maharashtra,Xiaomi,18-25,1,0,,1,
U38637,2019-05-25,tamil-nadu,Xiaomi,18-25,1,1,2019-05-27,1,2019-07-10
U38638,2020-05-15,tamil-nadu,Oppo,26-35,1,1,2020-05-19,1,
U38639,2021-08-03,maharashtra,OnePlus,26-35,1,1,2021-08-14,1,2021-10-02
U38640,2020-04-25,haryana,Samsung,26-35,1,1,2020-05-18,0,2020-08-06
U38641,2021-08-04,karnataka,OnePlus,26-35,1,1,2021-08-07,1,
U38642,2019-06-07,bihar,Motorola,26-35,1,1,2019-07-07,1,
U38643,2020-09-06,gujarat,Xiaomi,26-35,1,1,2020-09-11,1,
U38644,2021-01-21,haryana,Others,26-35,1,0,,0,
U38645,2019-03-27,telangana,Realme,26-35,1,1,2019-03-28,1,2019-06-08
U38646,2020-04-08,telangana,Vivo,26-35,1,1,2020-04-09,0,2020-05-16
U38647,2019-05-31,gujarat,Xiaomi,18-25,1,1,2019-06-14,1,
U38648,2019-08-14,tamil-nadu,Oppo,36-45,0,0,,0,
U38649,2021-12-27,rajasthan,Oppo,26-35,1,0,,0,
U38650,2019-03-06,gujarat,Vivo,26-35,1,1,2019-03-20,0,2019-05-05
U38651,2022-11-25,maharashtra,Oppo,26-35,1,1,2022-12-23,1,
U38652,2019-11-09,maharashtra,Realme,26-35,0,0,,0,
U38653,2021-02-17,karnataka,Vivo,36-45,1,1,2021-02-19,0,
U38654,2022-10-22,rajasthan,Xiaomi,36-45,0,0,,0,
U38655,2021-02-18,maharashtra,Xiaomi,26-35,1,1,2021-03-17,0,
U38656,2022-07-16,gujarat,Samsung,26-35,1,1,2022-07-23,1,2022-09-03
U38657,2022-04-17,andhra-pradesh,Xiaomi,36-45,1,1,2022-04-28,0,2022-07-18
U38658,2019-09-07,assam,Xiaomi,18-25,1,0,,1,
U38659,2020-06-23,maharashtra,Motorola,26-35,1,1,2020-07-05,1,
U38660,2019-09-06,kerala,Motorola,18-25,1,0,,0,
U38661,2022-05-22,telangana,Samsung,26-35,0,0,,1,
U38662,2020-05-24,telangana,Realme,26-35,0,0,,0,
U38663,2022-10-03,punjab,Realme,26-35,0,0,,1,
U38664,2022-03-21,assam,Samsung,36-45,1,1,2022-04-08,0,
U38665,2021-04-17,west-bengal,Vivo,26-35,1,0,,0,
U38666,2019-01-14,haryana,Realme,36-45,1,1,2019-01-18,0,
U38667,2021-02-23,uttar-pradesh,Apple,36-45,1,1,2021-02-28,0,2021-04-07
U38668,2019-06-24,karnataka,Xiaomi,46-60,0,0,,1,
U38669,2019-02-20,tamil-nadu,Vivo,46-60,0,0,,0,
U38670,2020-06-24,maharashtra,Xiaomi,18-25,1,1,2020-06-28,0,
U38671,2021-07-19,uttar-pradesh,Samsung,26-35,1,1,2021-07-26,0,
U38672,2019-07-09,uttarakhand,Xiaomi,26-35,1,1,2019-08-02,1,
U38673,2021-10-23,telangana,OnePlus,18-25,1,0,,0,
U38674,2022-03-08,telangana,Vivo,18-25,1,1,2022-03-09,0,
U38675,2019-09-12,gujarat,Xiaomi,26-35,1,1,2019-10-10,1,
U38676,2019-07-28,uttar-pradesh,Oppo,46-60,1,1,2019-08-04,1,
U38677,2022-04-03,uttar-pradesh,Oppo,26-35,1,1,2022-04-25,0,
U38678,2022-06-14,gujarat,Realme,36-45,1,0,,0,
U38679,2019-09-14,west-bengal,Vivo,18-25,1,1,2019-09-20,0,2019-11-03
U38680,2020-10-07,andhra-pradesh,Realme,36-45,1,0,,0,
U38681,2021-02-13,rajasthan,Xiaomi,26-35,0,0,,1,
U38682,2022-09-09,maharashtra,Oppo,26-35,0,0,,1,
U38683,2022-10-17,andhra-pradesh,Others,26-35,1,0,,0,
U38684,2022-05-12,gujarat,Xiaomi,18-25,1,0,,1,
U38685,2019-10-20,karnataka,Samsung,26-35,1,1,2019-10-24,1,
U38686,2020-09-14,bihar,Oppo,36-45,1,0,,1,
U38687,2021-09-22,madhya-pradesh,Xiaomi,18-25,1,0,,1,
U38688,2021-04-18,uttarakhand,Xiaomi,36-45,1,1,2021-04-25,1,2021-06-06
U38689,2022-02-21,gujarat,Xiaomi,46-60,0,0,,1,
U38690,2022-02-04,maharashtra,Oppo,26-35,1,1,2022-02-07,1,
U38691,2022-10-02,odisha,Xiaomi,36-45,1,1,2022-10-08,1,
U38692,2020-03-08,rajasthan,Xiaomi,18-25,1,1,2020-04-07,1,
U38693,2020-08-15,delhi,Vivo,36-45,0,0,,0,
U38694,2019-05-10,gujarat,Vivo,26-35,1,1,2019-05-17,0,2019-06-21
U38695,2019-04-03,rajasthan,Xiaomi,18-25,1,0,,0,
U38696,2020-03-27,maharashtra,Xiaomi,46-60,0,0,,1,
U38697,2020-06-20,uttar-pradesh,Vivo,26-35,1,0,,0,
U38698,2019-06-10,maharashtra,Samsung,18-25,1,0,,0,
U38699,2020-07-29,west-bengal,Realme,18-25,1,1,2020-08-11,1,2020-09-27
U38700,2019-07-10,gujarat,Vivo,18-25,1,1,2019-07-31,0,
U38701,2020-02-10,himachal-pradesh,Oppo,26-35,1,1,2020-02-14,1,2020-03-15
U38702,2019-05-23,rajasthan,Realme,18-25,0,0,,0,
U38703,2021-11-22,uttar-pradesh,Realme,26-35,1,1,2021-12-11,0,
U38704,2019-08-01,karnataka,Realme,36-45,1,1,2019-08-03,0,
U38705,2019-08-16,kerala,Xiaomi,18-25,1,1,2019-08-28,1,
U38706,2022-02-25,kerala,Vivo,18-25,1,1,2022-03-23,0,2022-04-26
U38707,2022-07-21,maharashtra,Samsung,46-60,1,0,,1,
U38708,2019-08-01,himachal-pradesh,Xiaomi,18-25,0,0,,0,
U38709,2020-10-01,tamil-nadu,Xiaomi,18-25,0,0,,0,
U38710,2019-01-20,tamil-nadu,Apple,18-25,1,1,2019-01-23,0,
U38711,2020-12-01,karnataka,Apple,26-35,1,1,2020-12-06,1,
U38712,2019-06-25,bihar,Vivo,26-35,1,0,,0,
U38713,2022-11-29,jharkhand,Xiaomi,26-35,0,0,,0,
U38714,2022-12-12,telangana,Oppo,18-25,1,1,2022-12-13,1,
U38715,2020-04-19,maharashtra,Vivo,18-25,1,1,2020-05-06,1,2020-07-26
U38716,2019-11-17,bihar,Oppo,26-35,0,0,,1,
U38717,2020-10-06,bihar,Samsung,26-35,1,1,2020-10-08,0,
U38718,2022-07-26,west-bengal,Xiaomi,18-25,1,1,2022-08-08,1,
U38719,2019-08-26,uttar-pradesh,Vivo,26-35,1,1,2019-08-31,0,
U38720,2021-06-30,gujarat,Vivo,18-25,1,1,2021-07-24,1,
U38721,2022-04-17,maharashtra,Oppo,46-60,1,1,2022-04-24,1,2022-07-04
U38722,2022-10-01,karnataka,Realme,18-25,1,1,2022-10-27,0,
U38723,2019-01-05,madhya-pradesh,Realme,18-25,1,1,2019-01-22,0,
U38724,2020-09-26,tamil-nadu,Vivo,46-60,1,0,,1,
U38725,2020-09-30,uttar-pradesh,Samsung,26-35,1,1,2020-10-06,1,
U38726,2021-07-11,maharashtra,Vivo,46-60,0,0,,1,
U38727,2019-03-20,bihar,Xiaomi,26-35,1,0,,1,
U38728,2021-10-25,karnataka,Samsung,46-60,1,1,2021-11-18,1,2022-01-12
U38729,2021-01-09,assam,Samsung,18-25,1,1,2021-01-31,0,
U38730,2021-04-28,telangana,Vivo,18-25,1,1,2021-05-02,1,2021-06-19
U38731,2019-01-03,tamil-nadu,Xiaomi,18-25,1,0,,1,
U38732,2022-03-18,tamil-nadu,Vivo,36-45,1,0,,0,
U38733,2020-07-16,uttar-pradesh,Samsung,26-35,0,0,,1,
U38734,2019-04-08,telangana,Oppo,46-60,1,0,,1,
U38735,2021-03-02,gujarat,Samsung,26-35,1,1,2021-03-05,0,
U38736,2021-07-17,kerala,Samsung,26-35,0,0,,0,
U38737,2019-07-24,karnataka,Vivo,26-35,1,1,2019-08-12,1,
U38738,2020-08-29,tamil-nadu,Motorola,26-35,1,1,2020-09-02,0,2020-10-31
U38739,2022-09-14,gujarat,Xiaomi,18-25,1,1,2022-09-17,0,2022-10-22
U38740,2021-10-27,madhya-pradesh,Xiaomi,26-35,1,0,,0,
U38741,2021-07-28,punjab,Oppo,18-25,0,0,,0,
U38742,2021-12-14,assam,Oppo,36-45,1,1,2022-01-03,0,
U38743,2020-03-11,maharashtra,Samsung,26-35,1,1,2020-04-01,0,
U38744,2019-05-22,punjab,Vivo,18-25,0,0,,0,
U38745,2019-02-14,uttar-pradesh,Realme,26-35,1,1,2019-02-19,0,2019-05-09
U38746,2020-02-10,himachal-pradesh,Apple,26-35,1,1,2020-02-26,0,
U38747,2019-08-03,maharashtra,Vivo,36-45,1,1,2019-08-21,0,
U38748,2020-06-21,karnataka,Vivo,26-35,0,0,,0,
U38749,2020-12-25,delhi,Oppo,18-25,1,1,2020-12-29,0,
U38750,2021-03-09,karnataka,Vivo,26-35,1,1,2021-03-14,0,
U38751,2020-07-10,punjab,Vivo,18-25,1,1,2020-07-29,0,
U38752,2020-10-06,kerala,Xiaomi,26-35,0,0,,1,
U38753,2021-08-28,karnataka,Samsung,26-35,0,0,,0,
U38754,2019-09-14,gujarat,Oppo,26-35,1,1,2019-09-20,0,
U38755,2019-11-09,maharashtra,OnePlus,18-25,0,0,,1,
U38756,2021-07-26,uttar-pradesh,Realme,26-35,0,0,,1,
U38757,2020-11-02,tamil-nadu,Realme,18-25,1,0,,1,
U38758,2022-09-16,odisha,Xiaomi,18-25,1,0,,0,
U38759,2021-08-25,madhya-pradesh,OnePlus,18-25,1,1,2021-09-09,0,
U38760,2022-05-13,west-bengal,Others,46-60,1,1,2022-05-15,0,
U38761,2020-07-04,assam,Samsung,26-35,1,1,2020-07-06,0,
U38762,2019-04-22,bihar,Realme,26-35,1,0,,0,
U38763,2021-07-20,delhi,Oppo,26-35,1,0,,0,
U38764,2020-07-02,rajasthan,Samsung,26-35,1,0,,0,
U38765,2019-02-25,uttar-pradesh,Xiaomi,26-35,0,0,,0,
U38766,2020-03-31,rajasthan,Vivo,26-35,1,1,2020-04-07,0,
U38767,2020-03-15,rajasthan,Samsung,18-25,1,1,2020-03-31,0,
U38768,2021-07-10,bihar,Xiaomi,26-35,0,0,,1,
U38769,2020-06-27,karnataka,Realme,26-35,1,1,2020-07-02,1,
U38770,2020-06-12,gujarat,Apple,18-25,0,0,,0,
U38771,2022-06-20,rajasthan,Samsung,26-35,1,1,2022-06-21,0,2022-09-10
U38772,2022-07-08,rajasthan,Oppo,18-25,1,0,,1,
U38773,2022-04-04,maharashtra,Oppo,18-25,1,1,2022-04-10,1,
U38774,2022-06-10,andhra-pradesh,Xiaomi,36-45,1,0,,0,
U38775,2021-12-11,west-bengal,Oppo,36-45,1,0,,0,
U38776,2021-07-10,maharashtra,Oppo,18-25,1,1,2021-07-15,0,2021-09-21
U38777,2019-01-08,uttar-pradesh,Samsung,46-60,0,0,,0,
U38778,2022-05-22,maharashtra,Realme,18-25,1,1,2022-05-24,1,2022-08-07
U38779,2020-04-15,uttar-pradesh,Oppo,26-35,1,0,,0,
U38780,2020-05-20,maharashtra,Xiaomi,26-35,1,1,2020-06-18,0,
U38781,2022-05-31,rajasthan,Vivo,26-35,1,1,2022-06-03,0,
U38782,2019-08-07,karnataka,Vivo,26-35,0,0,,0,
U38783,2022-12-21,telangana,Oppo,26-35,1,1,2022-12-26,1,
U38784,2020-04-13,odisha,Vivo,26-35,1,0,,0,
U38785,2021-03-16,gujarat,Samsung,26-35,1,1,2021-04-10,1,
U38786,2022-06-13,tamil-nadu,Samsung,18-25,1,1,2022-06-18,1,
U38787,2020-08-14,andhra-pradesh,Vivo,26-35,0,0,,0,
U38788,2019-07-02,uttar-pradesh,Realme,26-35,0,0,,0,
U38789,2020-01-16,kerala,Others,26-35,1,1,2020-01-21,0,2020-03-03
U38790,2022-07-14,andhra-pradesh,Realme,26-35,1,0,,0,
U38791,2021-04-08,maharashtra,Samsung,36-45,1,1,2021-04-25,1,2021-07-01
U38792,2020-09-07,gujarat,Vivo,36-45,1,1,2020-09-12,0,
U38793,2019-05-26,west-bengal,Samsung,18-25,1,1,2019-06-11,1,
U38794,2019-01-09,uttar-pradesh,Xiaomi,26-35,1,1,2019-01-15,0,
U38795,2021-02-28,tamil-nadu,Samsung,46-60,1,1,2021-03-26,0,
U38796,2019-02-04,karnataka,Xiaomi,26-35,1,1,2019-02-12,0,
U38797,2020-04-04,gujarat,Realme,26-35,1,0,,1,
U38798,2019-12-10,gujarat,Motorola,26-35,0,0,,0,
U38799,2021-05-23,haryana,Motorola,18-25,0,0,,1,
U38800,2021-07-12,haryana,Realme,26-35,1,0,,0,
U38801,2020-12-19,karnataka,Xiaomi,36-45,0,0,,0,
U38802,2020-04-23,telangana,Oppo,46-60,0,0,,1,
U38803,2019-05-14,uttar-pradesh,Apple,36-45,1,1,2019-05-17,1,
U38804,2022-12-10,tamil-nadu,Samsung,26-35,0,0,,0,
U38805,2022-08-15,tamil-nadu,Xiaomi,18-25,1,1,2022-09-09,0,
U38806,2022-02-13,punjab,Vivo,18-25,1,1,2022-02-27,0,
U38807,2019-04-04,maharashtra,Samsung,36-45,1,0,,1,
U38808,2020-12-13,gujarat,Apple,36-45,0,0,,0,
U38809,2021-09-28,rajasthan,Samsung,26-35,1,1,2021-10-03,1,
U38810,2021-03-23,andhra-pradesh,Realme,46-60,1,1,2021-03-25,0,
U38811,2020-05-09,punjab,Vivo,26-35,1,1,2020-05-10,0,
U38812,2019-06-29,maharashtra,Samsung,18-25,1,1,2019-07-22,1,
U38813,2022-11-04,himachal-pradesh,Samsung,46-60,1,0,,0,
U38814,2019-03-16,madhya-pradesh,Xiaomi,18-25,1,1,2019-03-18,1,
U38815,2019-06-16,bihar,Apple,36-45,1,0,,1,
U38816,2019-02-24,tamil-nadu,Xiaomi,26-35,0,0,,0,
U38817,2021-12-29,jharkhand,Apple,26-35,1,1,2022-01-05,1,
U38818,2022-05-19,tamil-nadu,Xiaomi,26-35,0,0,,1,
U38819,2021-04-11,bihar,Xiaomi,18-25,1,1,2021-04-17,0,
U38820,2022-08-11,kerala,Apple,26-35,1,1,2022-08-22,0,
U38821,2020-11-11,madhya-pradesh,Vivo,26-35,1,0,,0,
U38822,2020-08-27,telangana,Xiaomi,26-35,1,1,2020-09-02,0,
U38823,2021-04-13,uttar-pradesh,Oppo,36-45,0,0,,0,
U38824,2019-07-13,maharashtra,Vivo,18-25,1,1,2019-07-24,1,
U38825,2019-12-06,andhra-pradesh,Oppo,46-60,1,1,2019-12-10,0,
U38826,2020-10-21,tamil-nadu,Oppo,26-35,1,1,2020-10-24,1,
U38827,2020-04-07,punjab,Oppo,26-35,1,1,2020-04-14,1,2020-06-27
U38828,2021-03-22,uttar-pradesh,Others,26-35,1,0,,1,
U38829,2019-03-18,madhya-pradesh,Vivo,18-25,1,1,2019-03-24,1,
U38830,2021-03-06,karnataka,Vivo,18-25,1,1,2021-03-16,1,2021-04-22
U38831,2020-08-14,uttar-pradesh,Samsung,36-45,1,1,2020-08-15,1,
U38832,2019-02-13,uttar-pradesh,Xiaomi,46-60,1,1,2019-03-02,1,2019-05-03
U38833,2019-05-06,karnataka,Oppo,46-60,1,0,,1,
U38834,2020-07-29,kerala,Vivo,36-45,1,1,2020-08-28,1,
U38835,2021-06-21,delhi,Oppo,26-35,1,1,2021-06-25,0,2021-09-21
U38836,2020-08-18,gujarat,OnePlus,36-45,0,0,,0,
U38837,2021-12-03,uttar-pradesh,Motorola,26-35,1,1,2021-12-14,0,
U38838,2021-03-30,bihar,Samsung,18-25,1,1,2021-04-20,0,2021-06-19
U38839,2021-08-08,maharashtra,Xiaomi,18-25,1,1,2021-08-21,0,
U38840,2022-05-12,karnataka,Samsung,18-25,1,1,2022-05-18,1,2022-07-02
U38841,2020-09-07,assam,Oppo,18-25,1,1,2020-09-12,0,
U38842,2022-02-23,uttar-pradesh,Samsung,46-60,1,1,2022-03-24,0,2022-06-03
U38843,2021-02-14,andhra-pradesh,Samsung,26-35,1,0,,0,
U38844,2022-07-25,odisha,Realme,26-35,1,1,2022-08-07,0,
U38845,2022-07-26,telangana,Realme,26-35,1,0,,1,
U38846,2022-04-10,bihar,Oppo,18-25,1,1,2022-04-14,0,
U38847,2021-11-28,karnataka,Vivo,46-60,1,1,2021-12-23,0,
U38848,2022-04-25,kerala,Vivo,26-35,1,1,2022-04-30,0,2022-07-09
U38849,2020-07-10,karnataka,Xiaomi,46-60,1,1,2020-07-26,0,2020-09-28
U38850,2021-11-07,gujarat,Vivo,26-35,1,1,2021-11-08,1,
U38851,2020-05-31,gujarat,Xiaomi,26-35,1,0,,0,
U38852,2021-11-24,gujarat,Vivo,26-35,1,0,,1,
U38853,2019-05-23,kerala,Xiaomi,46-60,1,0,,1,
U38854,2021-08-15,rajasthan,Vivo,26-35,0,0,,1,
U38855,2019-01-25,kerala,Xiaomi,26-35,1,1,2019-02-14,0,
U38856,2022-08-23,odisha,Motorola,26-35,1,0,,0,
U38857,2020-05-19,punjab,Oppo,18-25,1,1,2020-05-24,0,
U38858,2021-04-10,odisha,Vivo,46-60,1,0,,1,
U38859,2019-08-07,uttar-pradesh,Vivo,18-25,1,1,2019-08-14,0,2019-10-15
U38860,2019-02-21,bihar,Vivo,18-25,1,1,2019-02-24,1,2019-04-12
U38861,2019-04-20,rajasthan,Samsung,26-35,1,0,,1,
U38862,2021-07-22,kerala,Xiaomi,36-45,1,0,,0,
U38863,2021-08-17,tamil-nadu,Realme,26-35,1,0,,1,
U38864,2019-01-09,west-bengal,Vivo,26-35,1,1,2019-02-05,0,2019-04-17
U38865,2019-05-28,maharashtra,Apple,36-45,0,0,,1,
U38866,2021-06-29,gujarat,Realme,18-25,0,0,,0,
U38867,2021-09-22,karnataka,Samsung,26-35,0,0,,1,
U38868,2020-03-30,gujarat,Oppo,26-35,1,1,2020-04-11,0,
U38869,2022-09-01,bihar,Oppo,36-45,0,0,,0,
U38870,2021-09-11,karnataka,Vivo,26-35,0,0,,0,
U38871,2020-10-03,kerala,Realme,26-35,0,0,,1,
U38872,2022-03-21,kerala,Samsung,26-35,1,1,2022-04-04,0,2022-05-06
U38873,2020-09-26,punjab,Samsung,36-45,0,0,,0,
U38874,2022-05-04,maharashtra,Xiaomi,26-35,1,1,2022-05-22,0,2022-07-10
U38875,2020-02-09,maharashtra,Xiaomi,26-35,1,0,,0,
U38876,2020-02-18,west-bengal,Realme,18-25,1,1,2020-02-22,0,
U38877,2019-03-17,maharashtra,Realme,18-25,0,0,,1,
U38878,2021-06-28,rajasthan,Apple,18-25,1,1,2021-07-02,0,
U38879,2021-12-16,odisha,Others,36-45,1,1,2021-12-18,1,
U38880,2019-07-31,karnataka,OnePlus,46-60,0,0,,1,
U38881,2019-08-15,karnataka,Vivo,36-45,1,1,2019-08-16,1,
U38882,2019-06-01,andhra-pradesh,Others,36-45,0,0,,0,
U38883,2021-06-24,himachal-pradesh,Oppo,26-35,0,0,,0,
U38884,2019-08-07,maharashtra,Xiaomi,26-35,1,1,2019-08-18,1,
U38885,2022-03-21,assam,Realme,46-60,1,1,2022-03-28,1,2022-06-04
U38886,2022-12-11,west-bengal,Vivo,18-25,1,0,,0,
U38887,2021-05-16,telangana,Samsung,36-45,0,0,,1,
U38888,2019-04-17,uttar-pradesh,Realme,26-35,0,0,,1,
U38889,2019-03-16,andhra-pradesh,Vivo,26-35,1,1,2019-04-12,1,2019-06-28
U38890,2020-07-23,uttar-pradesh,Apple,46-60,1,1,2020-07-30,1,
U38891,2022-06-15,gujarat,Oppo,36-45,1,1,2022-06-19,1,2022-09-03
U38892,2019-02-18,rajasthan,Realme,36-45,1,1,2019-03-06,1,2019-06-02
U38893,2019-12-15,telangana,Samsung,18-25,1,1,2019-12-19,1,2020-02-16
U38894,2019-07-10,tamil-nadu,Apple,26-35,1,0,,0,
U38895,2020-07-02,maharashtra,Xiaomi,18-25,1,1,2020-07-09,0,
U38896,2020-08-09,jharkhand,Realme,26-35,1,0,,1,
U38897,2020-08-24,uttar-pradesh,OnePlus,26-35,1,0,,1,
U38898,2019-06-26,tamil-nadu,Samsung,36-45,0,0,,0,
U38899,2020-12-31,gujarat,Apple,18-25,1,0,,1,
U38900,2020-11-15,haryana,Vivo,36-45,1,0,,0,
U38901,2022-04-27,maharashtra,Others,36-45,1,1,2022-05-03,0,
U38902,2021-05-16,madhya-pradesh,Motorola,46-60,1,1,2021-05-18,0,2021-06-24
U38903,2021-07-05,rajasthan,Apple,46-60,1,1,2021-07-31,1,
U38904,2020-07-26,bihar,Vivo,18-25,0,0,,0,
U38905,2020-04-10,haryana,Others,36-45,1,1,2020-04-17,0,2020-06-16
U38906,2020-04-20,uttar-pradesh,Xiaomi,26-35,1,1,2020-04-27,0,2020-07-05
U38907,2020-04-22,west-bengal,Samsung,36-45,1,1,2020-05-08,1,2020-07-16
U38908,2022-09-25,gujarat,Motorola,36-45,1,1,2022-10-02,1,
U38909,2022-09-17,andhra-pradesh,Samsung,18-25,1,1,2022-10-07,0,
U38910,2021-11-28,punjab,Oppo,36-45,1,1,2021-12-04,1,
U38911,2020-09-12,karnataka,Motorola,26-35,1,0,,0,
U38912,2022-09-21,karnataka,Realme,18-25,1,1,2022-10-10,1,2022-12-06
U38913,2022-03-02,telangana,Realme,26-35,1,1,2022-03-25,0,2022-05-17
U38914,2021-04-13,gujarat,Apple,18-25,1,1,2021-04-17,1,2021-06-15
U38915,2022-12-07,west-bengal,Xiaomi,26-35,1,1,2022-12-17,1,
U38916,2020-12-02,bihar,Xiaomi,36-45,1,1,2020-12-09,0,
U38917,2021-02-05,tamil-nadu,Realme,18-25,1,1,2021-02-10,1,
U38918,2019-11-28,karnataka,Realme,46-60,1,0,,0,
U38919,2020-04-13,rajasthan,Motorola,26-35,1,0,,1,
U38920,2022-03-08,maharashtra,Samsung,26-35,1,0,,0,
U38921,2019-08-12,kerala,Others,18-25,1,1,2019-08-14,1,2019-09-29
U38922,2021-09-10,tamil-nadu,Xiaomi,36-45,1,0,,1,
U38923,2022-10-24,rajasthan,Xiaomi,26-35,1,1,2022-10-25,0,2022-12-05
U38924,2019-02-24,bihar,Vivo,46-60,1,1,2019-03-01,0,2019-04-04
U38925,2020-03-08,uttar-pradesh,Realme,26-35,1,1,2020-03-15,0,
U38926,2020-04-24,uttar-pradesh,Vivo,46-60,0,0,,0,
U38927,2021-01-07,odisha,Vivo,36-45,1,0,,1,
U38928,2020-05-14,odisha,Samsung,26-35,1,1,2020-05-19,1,
U38929,2019-01-03,bihar,Samsung,46-60,1,1,2019-01-09,0,2019-02-22
U38930,2019-04-24,uttar-pradesh,Apple,18-25,1,1,2019-04-27,1,
U38931,2020-09-29,kerala,Samsung,26-35,0,0,,0,
U38932,2022-06-18,jharkhand,Vivo,18-25,0,0,,1,
U38933,2022-11-23,punjab,OnePlus,18-25,1,1,2022-12-01,0,
U38934,2022-04-14,rajasthan,Samsung,36-45,1,1,2022-04-27,1,
U38935,2022-04-10,maharashtra,Vivo,36-45,0,0,,1,
U38936,2020-01-04,tamil-nadu,Realme,26-35,1,1,2020-01-13,0,2020-03-09
U38937,2021-02-26,maharashtra,Vivo,26-35,1,1,2021-03-18,0,
U38938,2022-07-07,gujarat,Realme,26-35,1,1,2022-07-08,1,
U38939,2021-04-07,maharashtra,Oppo,36-45,1,0,,0,
U38940,2020-12-13,andhra-pradesh,Samsung,18-25,1,1,2020-12-20,0,
U38941,2020-03-15,rajasthan,Vivo,18-25,0,0,,0,
U38942,2021-03-01,tamil-nadu,Apple,36-45,1,1,2021-03-18,0,2021-04-28
U38943,2019-08-17,karnataka,Vivo,36-45,1,1,2019-09-03,1,2019-11-15
U38944,2022-06-10,kerala,Realme,18-25,0,0,,1,
U38945,2021-09-05,gujarat,Realme,18-25,0,0,,0,
